,files,label_err1_nor0
6,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_D003_1690_1759.avi,0
64,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_D003_590_742.avi,1
36,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_D004_2040_2154.avi,0
1,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_D004_656_736.avi,0
109,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_D004_99_190.avi,0
102,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_D005_1374_1433.avi,0
26,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_D005_529_621.avi,0
53,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_D005_931_1011.avi,0
27,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_E001_1638_1763.avi,0
2,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_E001_2348_2573.avi,1
46,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_E001_903_1076.avi,0
90,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_E002_1408_1513.avi,0
57,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_E002_1912_2034.avi,0
105,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_E002_808_984.avi,0
17,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_E003_1663_1777.avi,0
4,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_E003_580_689.avi,0
8,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_E004_1262_1435.avi,0
99,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_E004_1977_2141.avi,1
56,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_E004_696_804.avi,0
106,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_E005_1055_1170.avi,0
12,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_E005_1553_1640.avi,0
28,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_E005_508_644.avi,0
35,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_F001_1255_1369.avi,1
59,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_F001_1802_1995.avi,1
41,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_F001_754_854.avi,1
50,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_F002_1129_1250.avi,1
63,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_F002_1599_1681.avi,0
101,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_F002_609_686.avi,1
31,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_F003_1485_1565.avi,1
94,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_F003_490_589.avi,1
61,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_F003_953_1114.avi,1
68,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_F004_1674_1762.avi,1
29,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_F004_493_589.avi,1
79,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_F004_929_1176.avi,0
33,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_F005_1290_1376.avi,1
97,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_F005_520_601.avi,1
84,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_F005_866_962.avi,1
40,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_G001_4426_4556.avi,1
66,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_G001_6254_6406.avi,1
92,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_G001_939_1131.avi,1
118,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_G002_1465_1582.avi,1
116,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_G002_2030_2185.avi,1
104,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_G002_698_816.avi,1
117,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_G003_1509_1640.avi,1
93,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_G003_2831_3053.avi,1
21,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_G003_938_1072.avi,1
115,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_G004_1324_1407.avi,1
77,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_G004_1856_2007.avi,1
108,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_G004_830_967.avi,1
89,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_G005_1062_1180.avi,1
113,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_G005_1750_1873.avi,1
10,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_G005_611_726.avi,1
95,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_H001_1636_1817.avi,0
13,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_H001_2538_2643.avi,0
55,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_H001_2996_3084.avi,0
88,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_H001_3152_3399.avi,1
75,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_H001_4165_4368.avi,1
23,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_H003_1163_1347.avi,1
58,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_H003_1874_1991.avi,0
54,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_H003_2550_2682.avi,0
85,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_H004_1023_1173.avi,1
25,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_H004_2060_2271.avi,0
37,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_H004_2861_3046.avi,0
51,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_H004_817_990.avi,1
24,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_H005_1668_1828.avi,0
14,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_H005_2454_2624.avi,0
15,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_H005_768_961.avi,1
103,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_I001_1047_1194.avi,1
22,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_I001_1809_2017.avi,0
18,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_I001_2643_2905.avi,1
43,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_I002_1371_1600.avi,1
87,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_I002_2631_2752.avi,1
38,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_I002_3452_3623.avi,0
114,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_I003_1388_1620.avi,1
96,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_I003_2444_2604.avi,1
52,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_I003_3564_3675.avi,0
30,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_I004_1058_1126.avi,1
0,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_I004_1164_1312.avi,1
20,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_I004_2028_2234.avi,1
16,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_I004_3051_3219.avi,0
74,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_I005_1365_1486.avi,1
34,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_I005_2189_2312.avi,0
49,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_I005_2978_3077.avi,0
