,files,label_err1_nor0
8,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_G004_2008_2091.avi,0
37,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_G004_417_477.avi,0
85,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_G004_968_1021.avi,0
165,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_G005_1181_1235.avi,0
2,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_G005_1874_1925.avi,0
46,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_G005_203_248.avi,0
84,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_G005_727_805.avi,0
20,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_H001_1818_2007.avi,1
138,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_H001_3400_3622.avi,0
73,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_H001_4369_4568.avi,0
0,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_H001_553_710.avi,1
21,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_H003_1348_1492.avi,0
140,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_H003_1992_2090.avi,0
89,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_H003_2683_2807.avi,0
118,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_H003_435_552.avi,0
91,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_H004_1174_1295.avi,0
68,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_H004_2272_2401.avi,0
30,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_H004_3047_3149.avi,0
95,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_H004_382_475.avi,0
9,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_H005_1829_1933.avi,0
133,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_H005_2625_2738.avi,0
158,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_H005_321_413.avi,0
130,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_H005_962_1128.avi,0
49,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_I001_1195_1351.avi,1
151,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_I001_2018_2129.avi,0
34,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_I001_3371_3508.avi,0
16,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_I001_359_508.avi,0
119,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_I002_1601_1942.avi,1
81,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_I002_2753_2971.avi,0
22,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_I002_3624_3814.avi,1
33,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_I002_501_639.avi,0
156,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_I003_1621_2015.avi,1
147,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_I003_2605_2866.avi,0
163,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_I003_3676_3793.avi,1
38,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_I003_655_1250.avi,1
105,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_I004_1313_1520.avi,1
52,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_I004_2235_2492.avi,0
18,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_I004_3220_3338.avi,1
136,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_I004_395_541.avi,1
124,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_I005_1487_1695.avi,0
139,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_I005_2313_2523.avi,0
12,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_I005_3078_3234.avi,0
17,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G2/Suturing_I005_519_658.avi,0
